index_seg,ugr
1001,2.0
1002,2.0
1003,2.3636363636363633
1004,2.733333333333333
101,2.0
10394,3.6363636363636362
10403,4.0
10448,4.0
10452,2.9999999999999996
10454,2.0
10505,3.0000000000000004
10595,2.857142857142857
11287,4.0
11288,4.0
11289,4.0
11484,2.0
11485,3.0000000000000004
11886,3.0000000000000004
11960,2.8000000000000003
1204,4.0
12047,2.0
12064,3.4999999999999996
12065,3.0
12261,4.0
12263,4.0
12264,4.0
12265,4.0
12565,1.0
12566,1.0
12567,1.5555555555555554
12568,2.0
1261,2.5
127,4.0
1278,4.0
128,3.0000000000000004
12849,3.0000000000000004
12898,3.9000000000000004
12942,1.0
13447,4.0
13449,4.6
13477,4.0
136,3.4999999999999996
137,3.5
140,4.0
1531,4.0
1532,4.0
1533,3.4999999999999996
180,3.0
181,3.75
182,3.2857142857142856
183,3.0000000000000004
2177,3.0000000000000004
2254,3.0000000000000004
2260,4.0
251,3.0
252,1.0
253,2.0
254,3.0000000000000004
255,3.0
256,3.0
257,3.0000000000000004
258,3.0000000000000004
2635,2.0
2641,3.0
2652,1.5000000000000002
2653,2.0
2656,2.9999999999999996
2657,3.0
2658,3.0
2671,2.9999999999999996
2672,3.0000000000000004
2674,3.0
2675,2.5
2676,4.0
2685,2.545454545454546
269,4.0
2733,2.6
3149,2.6923076923076916
3150,3.0000000000000004
329,2.0
330,2.5
331,2.9999999999999996
332,3.0
3380,4.0
3383,2.5
3385,3.0
3387,3.2272727272727275
3388,3.473684210526316
3389,3.0000000000000004
362,3.0000000000000004
3719,3.0
3720,2.0
3721,2.0
3946,4.0
3947,4.0
4012,1.8
4014,2.3333333333333335
4222,3.0
4271,3.0
4272,3.0
4273,3.0
4385,4.0
4387,3.0000000000000004
4418,4.0
4429,2.9999999999999996
4430,3.0
4431,3.0000000000000004
4432,4.0
4480,4.0
4481,3.157894736842105
4569,4.538461538461538
4570,4.500000000000001
4737,2.0
4789,3.6111111111111116
4790,4.0
4811,3.0000000000000004
4812,3.1818181818181817
4871,3.0
4872,3.6923076923076925
4874,3.4999999999999996
4998,2.5
513,3.333333333333333
5203,3.0000000000000004
5207,4.0
5208,4.0
5209,5.0
5210,4.363636363636363
5284,4.0
5285,4.0
5286,4.555555555555555
5287,4.0
5288,3.499999999999999
5367,2.125
5452,4.0
5457,4.0
5501,2.6363636363636362
5616,3.5
5617,3.5
5669,4.0
5670,4.0
5671,4.0
5673,3.0
574,3.0
5748,3.0000000000000004
5749,3.333333333333333
5750,4.0
5756,2.5
5757,3.5
5758,4.0
5759,2.9999999999999996
578,2.4545454545454546
579,3.7272727272727266
580,4.0
581,4.000000000000001
582,4.0
583,4.45
6000,1.9473684210526319
6001,2.0
613,3.5
617,3.0000000000000004
6214,1.0
6216,2.0
6217,3.6
6330,3.0000000000000004
6331,3.0000000000000004
6333,4.0
6340,3.0000000000000004
648,3.125
649,2.0
651,2.5
652,4.0
658,3.0000000000000004
659,3.5000000000000004
663,3.0
664,3.888888888888889
672,2.0
673,2.0
675,2.333333333333333
676,2.3333333333333335
677,3.4
681,2.421052631578947
682,2.0
683,2.0
6939,3.153846153846154
6940,3.0
6941,3.0000000000000004
6942,3.571428571428571
6943,4.0
6945,3.4999999999999996
7010,4.0
7011,4.0
7016,5.0
725,3.0000000000000004
726,2.750000000000001
7313,3.0000000000000004
7316,2.5
7317,4.2727272727272725
7318,4.5
7322,4.0
737,3.0
7573,3.0000000000000004
7647,2.6874999999999996
771,3.0000000000000004
7727,4.0
776,4.0
7769,3.0
777,4.0
7773,4.0
7774,3.0000000000000004
7775,3.0
778,4.0
779,4.0
7878,3.0
7879,3.333333333333333
7880,3.2380952380952377
7881,2.5833333333333335
7882,3.0
7883,3.0
808,2.9999999999999996
809,2.5384615384615383
8226,4.0
8258,4.0
8259,5.0
8260,3.1999999999999997
8288,4.0
8289,4.0
8290,4.0
8310,3.588235294117647
8311,5.0
8345,4.0
8346,3.5
8347,3.0
8348,4.0
8349,4.0
8458,3.6363636363636362
893,2.2941176470588234
894,3.0
8952,2.5
8953,3.0
9297,1.0
9298,1.0
9299,2.3333333333333335
9300,1.7272727272727273
9301,1.0
9306,1.3636363636363635
9307,2.0
9474,3.0000000000000004
9603,2.0
9605,2.9999999999999996
9606,3.0000000000000004
968,3.0
969,1.909090909090909
97,3.0
970,2.058823529411765
971,2.5
972,2.5
973,3.4999999999999996
974,3.5
975,2.2
9750,4.0
9751,3.0
976,2.7727272727272725
9768,3.0
977,2.5
98,3.0
9822,1.0
9855,3.5
9856,4.0
9857,3.0
9858,3.25
9859,2.9000000000000004
9860,2.5
9861,4.333333333333333
9874,3.0
9875,3.0
9881,2.0
9882,1.3333333333333335
