index_seg,ugr
1001,2.0
1002,2.0
1003,2.3636363636363633
1004,3.0
10403,5.0
10448,5.0
10449,5.0
10595,4.0
11287,4.0
11484,4.0
11960,3.0000000000000004
1204,4.0
12064,5.0
12263,4.0
12264,4.0
1261,3.0
127,4.0
128,4.0
12849,3.0000000000000004
12898,2.0
13449,5.0
1531,4.0
1532,4.0
1533,3.4999999999999996
183,3.0000000000000004
2177,3.0000000000000004
2254,3.0000000000000004
2635,2.0
2636,2.0
2652,2.0
2656,2.9999999999999996
2657,3.0
2658,3.0
2671,1.0
2672,1.0
2685,2.0
2733,3.0
3149,3.0000000000000004
329,2.0
330,2.5
331,3.0
3387,3.0
3388,3.0
362,4.0
3717,2.0
3946,4.0
3947,4.0
4222,3.0
4273,3.0000000000000004
4569,5.0
4570,5.0
4789,2.9999999999999996
4811,3.0000000000000004
4871,3.5
4872,3.5
4874,5.0
513,3.0000000000000004
5207,5.0
5208,5.0
5209,5.0
5210,5.0
5286,5.0
5288,3.0
5452,4.0
5616,3.5
5617,3.5
5749,4.0
5750,4.0
5756,3.0
5757,3.5
580,4.0
6000,1.0
613,3.0000000000000004
617,3.0000000000000004
6330,3.0000000000000004
6331,3.0000000000000004
6333,4.0
659,5.0
665,4.0
666,4.0
681,2.5
6941,3.0000000000000004
6942,3.0
7010,4.0
7316,2.2
7317,5.0
7318,5.0
737,3.0
7647,3.0
7727,4.0
7878,3.0
7880,3.0
7881,3.0
808,3.0
8226,4.0
8458,2.0
893,3.0
9299,3.0
968,3.0
969,1.909090909090909
97,3.0
970,1.0
9751,3.0
976,3.0
9768,3.0
9858,3.0
9859,3.0000000000000004
9860,4.0
9861,4.444444444444445
9874,3.0
9875,3.0
