index_seg,ugr
1003,3.0000000000000004
1004,2.909090909090909
101,2.9999999999999996
10393,4.0
10394,4.0
11886,3.0000000000000004
11960,3.0000000000000004
1204,4.0
12047,1.0
12064,3.4999999999999996
12261,4.0
12263,4.0
12264,4.0
12265,4.0
1261,3.0
128,3.4285714285714293
12898,3.4285714285714293
13447,4.0
13449,4.0
136,3.0
137,2.9999999999999996
1531,3.0
1532,3.0
1533,3.4999999999999996
182,3.0
2254,3.0000000000000004
251,3.0
253,2.5
258,3.0000000000000004
2635,2.0
2636,2.0
2641,3.0
2650,2.0
2652,1.5000000000000002
2653,2.0
2674,3.0000000000000004
2675,2.0
2685,2.285714285714286
2733,3.0
329,2.0
330,2.0
3385,3.0
3387,3.5
3388,3.75
3389,3.0000000000000004
3593,3.0
362,3.0000000000000004
3717,2.0
3720,2.0
3721,2.0
3945,4.0
3946,2.0
3947,4.0
4012,1.5999999999999999
4014,2.5
4272,3.0
4273,3.0
4418,4.0
4419,4.0
4429,4.0
4430,4.0
4480,4.0
4481,4.0
4569,4.3076923076923075
4570,5.0
4737,2.0
4789,2.9999999999999996
4812,4.0
4871,3.3333333333333335
4872,3.333333333333333
4998,3.0000000000000004
513,3.5
5207,3.5
5208,3.2
5285,4.0
5286,4.0
5287,5.0
5288,4.0
5367,2.0
5452,4.0
5457,4.0
5501,4.0
5665,3.0
5669,4.0
5670,4.0
5671,4.0
5748,3.0000000000000004
5749,3.0000000000000004
5755,4.0
5756,3.0
578,3.0
579,3.0
580,4.0
581,4.222222222222222
582,4.454545454545454
5821,2.0
583,4.0
6000,2.1999999999999997
6001,2.0
613,3.0000000000000004
6217,4.0
6218,4.0
6332,2.9999999999999996
6333,4.0
6340,3.0000000000000004
648,2.0
651,2.9999999999999996
662,3.0
663,3.0000000000000004
664,4.0
665,4.0
666,4.0
675,3.0000000000000004
676,3.0
677,3.0
681,2.5
6939,3.0
6940,3.0
6941,3.0
6942,3.0
6945,4.0
7010,3.4999999999999996
726,2.9999999999999996
7313,3.0000000000000004
7316,4.0
7317,4.2727272727272725
7318,4.5
7320,5.0
7321,5.0
7322,5.0
737,3.0
7593,3.0
7594,3.0
7647,2.6874999999999996
771,3.0000000000000004
777,4.0
778,4.0
7878,2.0
7879,3.0
7880,3.0
7881,2.0
808,2.9999999999999996
809,3.0
8258,4.0
8259,5.0
8260,4.181818181818181
8288,4.0
8289,4.0
8310,4.0
8345,4.0
8346,4.0
8348,4.0
893,3.0
8952,2.9999999999999996
8953,3.0
9299,3.0
9300,1.7272727272727273
9301,1.0
9306,1.0
9603,1.0
97,4.0
970,2.5
971,2.5
972,2.5
975,2.0
9750,4.0
976,2.0
9768,4.0
977,2.0
9858,3.25
9859,3.25
9860,4.0
9861,4.8
9874,4.0
9875,4.0
