index_seg,ugr
1003,3.0000000000000004
1004,2.8333333333333335
101,2.611111111111111
10393,4.0
10394,4.0
10595,4.0
11886,3.0000000000000004
11960,3.0000000000000004
1204,4.0
12047,1.0
12064,4.0
12261,4.0
12263,4.0
12264,4.0
12265,4.0
1261,3.0
127,4.0
1278,4.0
128,3.4285714285714293
12898,3.9000000000000004
134,3.0
13447,4.0
13449,4.6
13477,4.0
136,3.4999999999999996
137,3.5
1531,3.6666666666666665
1532,3.666666666666667
1533,3.4999999999999996
180,3.0
181,3.0000000000000004
182,3.0
183,3.0000000000000004
2254,3.0
2260,4.0
251,3.0
253,2.5
258,3.0000000000000004
2635,2.0
2636,2.0
2641,3.0
2650,2.0
2652,1.5000000000000002
2653,2.0
2674,2.9999999999999996
2675,2.5
2676,4.0
2685,2.285714285714286
269,4.0
2733,2.3333333333333335
3149,3.0
329,2.0
330,2.0
3383,3.0000000000000004
3385,3.0
3387,3.3571428571428577
3388,3.5625
3389,3.0000000000000004
3593,3.0
362,3.0000000000000004
3717,2.0
3720,2.0
3721,2.0
3945,4.0
3946,3.0
3947,4.0
4012,1.7142857142857146
4014,2.3333333333333335
4222,3.0
4272,3.0
4273,3.0
4418,4.0
4419,4.0
4429,2.9999999999999996
4430,3.0
4432,4.0
4480,4.0
4481,4.0
4569,4.3999999999999995
4570,4.500000000000001
4737,2.0
4789,2.9999999999999996
4812,4.0
4871,3.3333333333333335
4872,3.333333333333333
4998,3.0000000000000004
513,3.5
5203,3.0000000000000004
5207,3.5
5208,3.2
5209,5.0
5285,4.0
5286,4.0
5287,5.0
5288,4.0
5340,3.0
5367,2.0
5452,4.0
5457,4.0
5458,3.0
5501,4.0
5616,3.0000000000000004
5617,3.0000000000000004
5665,3.0
5669,4.0
5670,4.0
5671,4.0
5748,3.0000000000000004
5749,3.0000000000000004
5755,4.0
5756,3.0
5757,3.0
5758,4.0
578,3.0
579,3.7272727272727266
580,4.0
581,4.222222222222222
582,4.454545454545454
5821,2.0
583,4.45
6000,2.1999999999999997
6001,2.0
613,3.0000000000000004
617,3.0000000000000004
6214,1.0
6216,2.0
6217,3.6
6218,4.0
6330,3.0000000000000004
6331,3.0000000000000004
6332,2.9999999999999996
6333,4.0
6340,3.0000000000000004
648,2.0
649,2.0
651,2.9999999999999996
652,4.0
662,3.0
663,3.0
664,3.888888888888889
665,4.0
666,4.0
675,3.0000000000000004
676,3.0
677,2.6363636363636367
681,2.421052631578947
682,2.0
683,2.0
6939,3.0
6940,3.0
6941,3.0000000000000004
6942,3.5714285714285716
6943,4.0
6945,4.0
7010,3.4999999999999996
7011,4.0
726,2.444444444444445
7313,3.0000000000000004
7316,3.4
7317,4.2727272727272725
7318,4.5
7320,5.0
7321,5.0
7322,5.0
737,3.0
7573,3.0000000000000004
7593,3.0
7594,3.0
7647,2.6874999999999996
7683,3.0
771,3.0000000000000004
7727,4.0
7728,3.0000000000000004
7729,3.0
776,4.0
777,4.0
778,4.0
779,4.0
7878,2.0
7879,3.0
7880,3.0
7881,2.0
808,3.0
809,2.5999999999999996
8258,4.0
8259,5.0
8260,3.1999999999999997
8288,4.0
8289,4.0
8310,3.0
8345,4.0
8346,4.0
8348,4.0
8349,4.0
8458,3.428571428571429
893,2.0
8952,2.9999999999999996
8953,3.0
8955,3.0000000000000004
9299,2.5
9300,1.7272727272727273
9301,1.0
9306,1.0
9603,1.0
969,1.0
97,4.0
970,2.058823529411765
971,2.5
972,2.5
973,3.0
974,2.9999999999999996
975,2.2
9750,4.0
976,2.6874999999999996
9768,3.0
977,2.5
9822,1.0
9856,4.0
9858,3.25
9859,3.25
9860,4.0
9861,4.444444444444445
9873,3.0000000000000004
9874,3.0
9875,3.0
