index_seg,ugr
1004,2.0
10393,4.0
10394,4.0
12047,1.0
12064,3.4999999999999996
12261,4.0
12263,4.0
12264,4.0
12265,4.0
1261,3.0
128,4.0
12898,2.0
13447,4.0
13449,4.0
136,3.0
137,2.9999999999999996
1531,3.0
1532,3.0
182,3.0
2254,3.0000000000000004
251,3.0
253,2.0
258,3.0000000000000004
2635,2.0
2636,2.0
2652,2.0
2653,2.0
2674,3.0000000000000004
2675,2.0
2733,3.0
329,2.0
330,2.0
3385,3.0
3387,3.5
3388,3.4999999999999996
3389,3.0000000000000004
3593,3.0
362,3.0000000000000004
3717,2.0
3720,2.0
3721,2.0
4012,1.5
4014,2.0
4418,4.0
4419,4.0
4569,4.1
4570,5.0
4737,2.0
4812,4.0
4871,3.0
4872,3.0000000000000004
513,3.5
5207,3.5
5208,3.5
5285,4.0
5286,4.0
5288,4.0
5457,4.0
5501,4.0
5665,3.0
5669,4.0
5670,4.0
5671,4.0
5756,3.0
578,3.0
579,3.0
583,4.0
6000,2.333333333333333
6217,4.0
6333,4.0
6340,3.0000000000000004
664,4.0
681,4.0
6940,3.0
6941,3.0
726,2.9999999999999996
7313,3.0000000000000004
7316,4.0
7317,4.0
7593,3.0
7594,3.0
7647,3.0
777,4.0
778,4.0
7878,2.0
7879,3.0
7880,3.0
8258,4.0
8259,5.0
8260,4.181818181818181
8288,4.0
8289,4.0
8310,4.0
8348,4.0
893,3.0
9306,1.0
9603,1.0
975,2.0
9750,4.0
9768,4.0
9858,3.5
9859,3.5
9860,4.0
9861,4.8
9874,4.0
9875,4.0
