index_seg,ugr
1003,3.0000000000000004
1004,2.8181818181818183
10393,4.0
10448,5.0
10449,5.0
10452,2.9999999999999996
10454,2.0
10505,3.0000000000000004
10595,4.0
11288,4.0
11289,4.0
11960,3.0000000000000004
1204,4.0
12064,3.4999999999999996
12065,3.0000000000000004
12261,4.0
12263,4.0
12264,4.0
12565,1.0
12566,1.0
12567,1.5555555555555554
12568,2.0
1261,2.0
128,4.0
12849,3.0000000000000004
12898,3.0000000000000004
12942,1.0
134,3.0
136,4.0
137,4.0
1531,3.5
1532,3.4999999999999996
1533,3.0
180,3.0
181,3.75
182,3.2857142857142856
183,3.0000000000000004
2177,3.0000000000000004
2254,3.0000000000000004
253,3.0000000000000004
2635,2.0
2636,2.0
2641,2.0
2650,2.0
2674,3.5
2675,3.0
2733,1.0
3149,2.5555555555555554
3150,3.0000000000000004
330,3.0
331,2.9999999999999996
332,3.0
3380,3.777777777777778
3381,3.0
3383,2.0
3385,3.0
3387,2.9999999999999996
3388,3.0
3593,3.0
362,3.0000000000000004
3717,2.0
3719,3.0
3946,2.0
4012,2.0
4014,2.0
4271,2.0
4272,3.0
4273,3.0
4387,3.0000000000000004
4418,4.0
4419,4.0
4432,4.0
4480,4.0
4481,2.545454545454545
4569,4.727272727272728
4570,5.0
4789,4.0
4811,3.0000000000000004
4871,4.0
4872,4.0
4874,2.0
4998,3.0000000000000004
513,3.0000000000000004
5203,3.0000000000000004
5207,4.5
5208,4.5
5209,5.0
5210,5.0
5284,4.0
5285,4.0
5286,4.714285714285714
5287,2.9999999999999996
5288,3.0
5367,2.5
5457,4.0
5501,1.0
5616,3.5
5617,3.5
5665,3.0
5669,4.0
5670,4.0
5671,4.0
5673,2.0
5748,3.0000000000000004
5749,3.0000000000000004
5750,2.9999999999999996
5756,2.0
5757,3.5
578,2.0
581,4.0
582,4.0
5821,2.0
583,4.0
6000,2.0
613,4.0
617,3.0000000000000004
6332,2.9999999999999996
648,2.5999999999999996
649,2.0
651,2.9999999999999996
652,4.0
658,2.0
659,2.0
662,3.0
663,3.0
664,3.0000000000000004
672,2.0
673,2.0
675,1.0
676,1.0
677,1.0
681,2.0
6939,4.0
6940,3.0
6941,3.0
6942,3.7272727272727266
6943,4.0
7010,4.0
7016,5.0
725,3.0000000000000004
726,1.0
7316,2.0
7317,4.375
7318,5.0
737,3.0
7647,3.0
771,3.0000000000000004
7727,4.0
776,4.0
777,4.0
778,4.0
7878,2.4545454545454546
7879,3.0
7881,2.0
7883,3.0000000000000004
808,2.9999999999999996
809,2.0
8258,4.0
8260,3.0
8290,4.0
8310,3.5882352941176467
8311,5.0
8348,4.0
8458,4.0
893,1.0
8953,4.0
9299,2.5
9306,1.3636363636363635
9307,2.0
9474,3.0000000000000004
968,3.0
969,1.909090909090909
97,3.0
970,1.0
973,4.0
974,4.0
975,2.0
9750,4.0
976,2.9999999999999996
9768,3.5
977,2.9999999999999996
98,3.0
9855,4.0
9856,4.0
9858,3.5
9859,3.5
9861,3.8000000000000003
9874,3.4999999999999996
9875,3.5
