index_seg,ugr
1003,3.0000000000000004
1004,3.0
101,2.5
10393,4.0
10403,4.0
10448,4.157894736842105
10449,5.0
10452,2.9999999999999996
10505,3.0000000000000004
10595,3.5
11484,3.25
11485,3.0
1204,4.0
12047,2.0
12065,3.0000000000000004
12261,4.0
12263,4.0
12264,4.0
12265,4.0
12565,1.0
12566,1.0
12567,1.0
1261,2.5
127,4.0
128,4.0
12849,3.0000000000000004
12898,4.6
12942,1.0
134,3.0
13449,5.0
13477,4.0
136,4.0
137,4.0
140,4.0
1531,4.0
1532,4.0
1533,3.3333333333333335
180,3.0
181,3.75
182,4.0
183,3.0000000000000004
2177,3.0000000000000004
2254,3.0000000000000004
2260,4.0
252,1.0
254,3.0000000000000004
255,3.0
256,3.0
257,3.0000000000000004
2635,2.0
2636,2.0
2641,2.0
2650,2.0
2653,2.0
2656,2.9999999999999996
2657,3.0
2658,3.0
2674,2.0
2675,2.0
2676,4.0
2685,4.0
269,4.0
2733,2.6666666666666665
3149,2.2
3150,3.0000000000000004
330,3.0
331,2.9999999999999996
332,3.0
3380,3.0000000000000004
3381,3.0
3383,2.5
3385,3.0
3387,3.0
3388,3.666666666666667
3720,2.0
3721,2.0
3947,4.0
4012,1.5
4014,3.0
4222,3.0
4271,2.0
4273,3.0000000000000004
4418,4.0
4419,4.0
4432,4.0
4481,4.0
4569,4.0
4570,1.0
4737,2.0
4789,4.0
4812,3.0
4871,3.3333333333333335
4872,3.333333333333333
513,3.0000000000000004
5203,3.0000000000000004
5208,3.0
5209,4.5
5210,4.5
5286,5.0
5287,5.0
5288,3.2499999999999996
5367,3.0
5452,4.0
5501,1.0
5669,4.0
5670,4.0
5671,4.0
5673,4.0
574,3.0
5749,4.0
5750,3.3
5756,2.5
5759,2.9999999999999996
579,4.0
580,4.0
581,3.818181818181818
582,3.6875
5821,2.0
583,4.8181818181818175
6000,2.0
613,4.0
616,2.9999999999999996
617,3.0000000000000004
6217,4.0
6332,2.9999999999999996
648,2.0
652,4.0
658,2.0
665,4.0
666,4.0
675,1.0
676,1.0
677,2.263157894736842
681,2.8000000000000003
682,2.0
683,2.0
6939,3.153846153846154
6941,3.0000000000000004
6942,3.0
6944,4.0
6945,4.0
726,2.0
7317,5.0
7318,5.0
7593,3.0
7594,3.0
7647,3.0
7727,4.0
7728,3.0000000000000004
7729,3.0
7769,3.0
777,4.0
7773,4.0
7774,4.0
778,4.0
7878,3.0
7879,3.0
7880,3.0
7881,3.0
808,3.0000000000000004
809,2.5999999999999996
8258,4.0
8259,5.0
8260,5.0
8288,4.0
8289,4.0
8290,4.0
8348,4.0
8349,4.0
893,2.0
8952,2.5
8953,2.0
8955,3.0000000000000004
9299,2.0
9300,2.0
9603,2.0
968,3.0
969,3.0
97,3.0
970,2.0
971,2.0
972,2.0
973,4.0
974,4.0
975,2.0
9751,2.5
976,2.9999999999999996
9768,3.0
977,2.9999999999999996
9855,3.5
9857,3.0
9858,3.3333333333333335
9859,3.333333333333333
9874,3.0
9875,3.0
9882,1.0
