index_seg,ugr
1003,3.0000000000000004
1004,3.0
101,2.5
10403,3.0
10448,3.5454545454545454
10449,5.0
10595,4.0
11484,3.3333333333333335
11485,3.0
1204,4.0
12047,2.0
12263,4.0
12264,4.0
12265,4.0
12565,1.0
12566,1.0
12567,1.0
127,4.0
128,4.0
12898,4.0
12942,1.0
13449,5.0
13477,4.0
140,4.0
1531,4.0
1532,4.0
180,3.0
181,3.0000000000000004
2177,3.0000000000000004
2260,4.0
2641,2.0
2653,2.0
2656,2.9999999999999996
2657,3.0
2658,3.0
269,4.0
2733,2.0
330,3.0
331,3.0
3380,3.0000000000000004
3381,3.0
3383,2.0
3947,4.0
4012,1.3333333333333335
4014,3.0
4418,4.0
4481,4.0
4569,4.0
4570,1.0
4737,2.0
4789,4.0
4871,3.5
4872,3.5
5203,3.0000000000000004
5209,5.0
5210,5.0
5287,5.0
5367,2.9999999999999996
5452,4.0
5501,1.0
5669,4.0
5670,4.0
5671,4.0
5673,4.0
579,4.0
580,4.0
581,3.5
582,3.6875
5821,2.0
583,4.8181818181818175
613,4.0
616,2.9999999999999996
6332,2.9999999999999996
648,2.0
677,2.0
681,3.0000000000000004
6939,3.153846153846154
6941,3.0000000000000004
6942,3.0
726,2.9999999999999996
7727,4.0
7728,3.0000000000000004
7729,3.0
7769,3.0
777,4.0
778,4.0
809,2.5999999999999996
8288,4.0
8289,4.0
893,2.0
8952,2.5
8955,3.0000000000000004
9299,2.0
9603,2.0
968,3.0
969,3.0
97,3.0
970,2.0
971,2.0
972,2.0
975,2.0
9751,2.5
976,3.0
9768,3.0
977,2.9999999999999996
9855,3.5
9858,4.0
9859,4.0
9874,3.0
9875,3.0
9882,1.0
